seq,first,last,age,street,city,state,zip,dollar,pick,date
5593,Leon,Harper,28,Wufzom Square,Zolnugtol,ND,55650,$1884.01,WHITE,05/01/2014
5594,Herman,Pope,38,Nuaku Key,Jaozuluz,MO,97709,$8084.98,GREEN,05/19/1948
5595,Harry,Rodriguez,34,Pikzo Point,Mibidju,ME,51114,$6126.12,YELLOW,04/23/2043
5596,Edgar,Sparks,54,Mevzud Highway,Godike,SC,45417,$8848.35,YELLOW,10/20/1938
5597,Zachary,Ballard,51,Olamov Street,Divmeze,SC,90169,$4243.16,YELLOW,07/13/1936
5598,Cecelia,Barber,46,Caebo Grove,Afinufic,IA,21829,$9029.64,YELLOW,05/14/1948
5599,Nettie,Chandler,35,Migogu Trail,Venuvca,NM,05286,$3037.12,RED,01/27/1912
5600,Jeremiah,Henry,45,Effi Parkway,Negbingal,AR,48342,$6231.58,YELLOW,02/26/1991
5601,Ann,Hayes,47,Zure Place,Bashevhu,UT,51161,$5810.77,BLUE,04/08/1997
5602,Herbert,Reid,58,Bases Highway,Siipim,FL,15269,$7353.56,YELLOW,11/15/1954
5603,Tony,Collins,53,Uszis Key,Moztudap,OH,29378,$4078.04,RED,06/10/2043
5604,Frank,Snyder,57,Fosami Plaza,Fatseevu,GA,67328,$3293.34,YELLOW,10/10/2067
5605,Jerry,Adams,56,Nonig Pike,Budebfun,WY,01710,$5321.18,RED,03/02/2009
5606,Estella,Copeland,46,Lopvo Parkway,Doburikup,VA,41374,$8450.15,WHITE,11/12/2007
5607,Richard,Moran,44,Nosid Trail,Cikligwo,SC,68060,$2877.49,GREEN,11/24/1918
5608,Maggie,Blake,26,Amukez View,Caldubgo,NY,52790,$9989.21,BLUE,03/19/2028
5609,Randy,Allen,32,Kacac Court,Sislajeh,WY,22680,$5505.45,GREEN,01/28/1996
5610,Jon,Price,48,Zauro Center,Uhojicla,TN,87716,$2149.63,YELLOW,09/14/2062
5611,Charles,Harris,62,Azavoz Place,Pivibfuk,AL,64337,$9813.03,WHITE,03/28/2011
5612,Mable,Taylor,46,Kewo Circle,Wecojke,NV,78894,$9819.11,GREEN,07/10/1946
5613,Peter,Simmons,37,Iwic Highway,Hakemi,HI,76593,$2498.00,GREEN,02/07/1987
5614,Lucille,Waters,26,Mase Ridge,Vuginoj,CT,11152,$203.37,RED,08/25/2045
5615,Eddie,Murphy,57,Woas Terrace,Wufjacnon,ID,10041,$8676.64,WHITE,11/01/1959
5616,Jordan,Santiago,50,Kola Trail,Hafdolpi,GA,44066,$3047.17,BLUE,07/31/2050
5617,Rosie,Blair,43,Ijri Mill,Zutaca,NV,44617,$7340.21,BLUE,12/21/1913
5618,Florence,Briggs,60,Feror View,Sugonudan,CA,80689,$2514.43,BLUE,08/20/2055
5619,Elmer,Adkins,40,Jubiv View,Tojezuf,WV,55297,$2079.75,YELLOW,10/13/2029
5620,Violet,Stevenson,65,Melaj Park,Kotapda,MN,20759,$2234.04,RED,11/22/2031
5621,Alta,Fitzgerald,26,Sibele Heights,Bemduliz,LA,13967,$6308.33,BLUE,09/03/1901
5622,Billy,Blair,62,Renpur Place,Gibficba,OR,23194,$9628.25,GREEN,11/22/1980
5623,Georgie,Flores,27,Gezoca Street,Fueszo,NE,09084,$1642.27,GREEN,06/09/2067
5624,Sam,Patterson,43,Difmu Court,Wasojado,NM,02038,$6699.70,YELLOW,02/22/2069
5625,Teresa,Murphy,58,Jodego Extension,Icazasiz,CA,33592,$4393.39,WHITE,11/05/1929
5626,Christopher,Marsh,50,Kebwa Avenue,Zotiswof,DE,33258,$4026.64,WHITE,12/19/1939
5627,Rachel,May,42,Janaj Pass,Bomijefu,AL,40458,$663.07,YELLOW,12/19/1944
5628,Nelle,Sutton,60,Gimede Manor,Iralebam,SC,96001,$9622.07,RED,11/20/2011
5629,Roxie,Bowers,25,Eriako Road,Nedjafo,TN,74458,$9754.16,RED,03/21/1900
5630,Timothy,Bowman,64,Gafpas Circle,Tileel,MI,80697,$3775.21,RED,09/14/1945
5631,Hettie,Hayes,48,Zohhi Road,Janibbaz,KS,33224,$6158.30,RED,06/28/1904
5632,Stephen,Sullivan,42,Watgub Boulevard,Sapepdiv,DE,89055,$3498.04,GREEN,08/10/2052
5633,Warren,Goodwin,38,Nopuh Plaza,Efibizjec,WV,24882,$4755.00,YELLOW,10/20/2069
5634,Lucille,Silva,59,Margen Pass,Hebudra,CA,73295,$2750.73,RED,08/18/1997
5635,Estelle,Moss,36,Atsa Square,Sejwudo,WY,98447,$2301.68,WHITE,12/17/2049
5636,May,Parker,50,Zafa Road,Pibiaho,NC,32633,$5734.89,RED,03/25/1978
5637,Bernice,McGee,36,Esba Junction,Mekwurbe,HI,12399,$8986.66,RED,02/26/1945
5638,Hallie,Hill,26,Bovmo Junction,Ninulbag,OH,12680,$7409.59,GREEN,09/05/2052
5639,Paul,Myers,20,Hazra Avenue,Lujipali,IA,44398,$7390.21,GREEN,09/04/1919
5640,Gary,Ellis,44,Voza Place,Raelezu,VA,54835,$6176.40,RED,03/12/2045
5641,Bruce,Hall,20,Navo Key,Uzgaljam,CT,32013,$8315.01,YELLOW,05/23/1965
5642,Myrtie,Carpenter,64,Fefgor Plaza,Bavobab,CA,67288,$6480.55,WHITE,04/05/2059
5643,Dennis,Wood,53,Passu Ridge,Tohpewoga,LA,39439,$6031.27,WHITE,07/17/2069
5644,Thomas,Lyons,56,Juzmeb Circle,Wunnesur,AR,23960,$262.57,GREEN,05/30/1936
5645,Gene,Wells,51,Opwer Street,Gopwoove,DE,27676,$9859.91,BLUE,03/12/2004
5646,Michael,Munoz,52,Amrin Avenue,Juzkube,HI,70976,$8547.18,BLUE,05/03/1904
5647,Maurice,Bradley,34,Rilut Junction,Dimkiosu,RI,31511,$438.51,RED,12/15/1930
5648,Richard,Norris,41,Zonlec Point,Ikakbam,WI,59383,$8164.99,GREEN,12/03/2013
5649,Gilbert,Sharp,19,Dutla Pike,Pesefvu,MT,48792,$8402.45,GREEN,05/26/2002
5650,Eva,Casey,62,Utgu River,Dodilifu,MT,71936,$5219.15,RED,03/21/1968
5651,Jean,Welch,21,Mogzu Parkway,Cifjeuz,CT,30146,$8238.14,WHITE,10/22/1945
5652,Donald,Powers,56,Zufu Trail,Umofawpi,NE,73547,$9027.57,WHITE,06/24/1961
5653,Lawrence,Davis,33,Buzul Pike,Juzkecoc,NY,71242,$9039.01,BLUE,02/24/1903
5654,Dylan,Patton,19,Zumgen Trail,Giowali,DC,02596,$3184.34,YELLOW,09/22/1916
5655,Logan,Ortiz,21,Ozoher Manor,Letcakbot,OK,02566,$3442.76,GREEN,11/29/1935
5656,Lillie,Morris,38,Uhosow Pike,Haczotzep,MT,31668,$4340.54,GREEN,07/21/1973
5657,Cody,Henderson,18,Vefu Trail,Pafebet,OR,35749,$5862.37,GREEN,11/19/2070
5658,Travis,Romero,25,Mohit Court,Duebsob,VA,48359,$7355.57,BLUE,10/31/1954
5659,Devin,Hodges,20,Nasin Junction,Jagadur,OH,96082,$7221.13,GREEN,06/04/1903
5660,Devin,Paul,59,Ivnij River,Basvukveg,NV,71716,$1753.82,BLUE,03/04/1940
5661,Ollie,Fernandez,45,Bekul Avenue,Ekmejem,NH,97984,$2553.06,RED,01/25/2060
5662,Mike,Baker,54,Molew Grove,Ovcuwo,WI,04445,$5029.70,RED,10/26/2065
5663,Henrietta,Moran,64,Vuud Terrace,Vivtadbab,VT,49992,$6309.06,WHITE,02/20/1919
5664,Charles,Morales,56,Kokfew Junction,Wotbocpo,NJ,90228,$2901.87,YELLOW,02/04/1936
5665,Lida,Vasquez,50,Agiam Loop,Vadmatiga,MI,28259,$2417.63,RED,10/16/1966
5666,Celia,Bowers,43,Ocadub Mill,Muhatwin,UT,73065,$1020.94,WHITE,04/13/1914
5667,Alma,Fuller,19,Fiza Circle,Pojnovvip,MT,97279,$6398.22,YELLOW,03/25/2006
5668,Kate,Crawford,29,Okvu View,Guzewmu,KY,22992,$9876.09,BLUE,05/24/1966
5669,Andre,Clayton,60,Sofkok Road,Wurutag,LA,66558,$1566.81,BLUE,02/24/2068
5670,Sean,Harrington,62,Bani Drive,Fobzudaj,KS,70812,$1254.41,RED,04/16/2055
5671,Gordon,Sharp,19,Bilvet Place,Kabfizu,LA,75283,$2531.25,YELLOW,11/19/1976
5672,Leila,Freeman,23,Juor Heights,Zorehiz,GA,87593,$839.21,WHITE,12/02/1969
5673,Rose,Copeland,26,Bodu Turnpike,Hekepza,MO,77279,$9876.49,YELLOW,09/17/2066
5674,Craig,Stevenson,53,Loctan Way,Nerninad,NY,91105,$905.59,RED,02/26/2003
5675,Warren,Garza,43,Huuno Pass,Dernifpa,HI,24311,$223.56,BLUE,10/27/1933
5676,Hallie,Tate,46,Nedi Square,Tividruf,NV,71723,$155.54,RED,10/02/1932
5677,Garrett,Bridges,62,Iriaz Extension,Ritvobav,NY,30468,$434.27,RED,02/22/2021
5678,Jesse,Murphy,40,Zindem Court,Sahsufbi,OH,39252,$1726.51,YELLOW,07/10/1902
5679,Francis,McKenzie,48,Erse Pike,Santicsu,IL,52778,$9679.50,RED,12/18/1961
5680,Edward,Jenkins,29,Bunov Mill,Cogabe,UT,18814,$5347.14,YELLOW,06/24/1986
5681,Gene,Torres,38,Hezos Manor,Oruanrok,OR,72821,$944.31,GREEN,11/02/1987
5682,Rena,Medina,45,Liev Junction,Risocon,MI,86592,$7771.22,RED,01/26/1973
5683,Julia,Washington,44,Jaoj Mill,Fawocivi,CO,37800,$7549.76,BLUE,07/28/1961
5684,Jeffery,Jenkins,60,Kamur Road,Upasetram,DE,70784,$458.13,BLUE,01/18/1990
5685,Elijah,Wood,27,Segod Pass,Wugazlo,TX,31400,$6324.04,BLUE,06/03/1983
5686,Cole,Bowman,18,Mizuk Street,Okavadir,NM,58775,$5588.48,BLUE,08/26/1993
5687,Sophia,Rogers,51,Nomdeh View,Sihjioru,NY,39555,$3437.44,YELLOW,04/04/1916
5688,Maggie,Potter,61,Gizgok Junction,Vevokvom,PA,54549,$5653.72,GREEN,09/16/1987
5689,Leon,Hogan,49,Fozin Glen,Colzoge,OH,36534,$8812.17,WHITE,01/18/1953
5690,Cornelia,Johnson,22,Dubav Manor,Kokoji,ID,64342,$333.87,YELLOW,08/22/1970
5691,Jeff,Lyons,53,Iduho Key,Webahzer,NJ,13602,$7983.03,GREEN,04/12/2002
5692,Walter,Hanson,38,Ucne Pike,Okozne,MA,99595,$6675.15,RED,01/24/2044
5693,Jimmy,Medina,37,Mido Lane,Jifaoc,CA,04709,$185.66,GREEN,08/08/1989
5694,Mario,Gross,49,Sazsen Loop,Owilaga,WI,29168,$7583.78,RED,02/20/1951
5695,Julian,Ramsey,39,Fozi Glen,Zupizun,WI,90479,$5368.24,YELLOW,07/11/1998
5696,Lucinda,Guerrero,19,Tuvkek Point,Noptowha,VA,46964,$6823.43,BLUE,10/27/2028
5697,Carolyn,Davis,29,Divu Highway,Ihevelniw,VA,48699,$1051.55,BLUE,01/23/2038
5698,Jason,Hogan,47,Coum Court,Zosawjip,MS,86114,$5119.33,BLUE,07/29/2006
5699,Elsie,Long,52,Hepcu Square,Tuljifohu,OR,02211,$4700.83,BLUE,01/30/2041
5700,Terry,Williamson,54,Vekja Grove,Letusewe,MN,91437,$4709.22,RED,02/08/2060
5701,Roy,Clayton,54,Hahrib River,Vugindoc,VA,78141,$1936.78,YELLOW,11/11/2048
5702,Etta,Huff,21,Odubin Path,Olozowon,NV,17052,$6937.89,RED,12/24/1913
5703,Olive,Simon,58,Hicelo Manor,Uvgijo,MS,79052,$5524.32,RED,10/28/2052
5704,Elsie,Carroll,37,Vodi View,Keohzep,SD,20039,$6610.31,GREEN,02/14/2059
5705,Sean,Montgomery,48,Riguz Manor,Hezwujoj,AZ,31650,$4013.34,BLUE,04/02/2035
5706,Kate,Salazar,34,Evke Court,Vusacelu,ID,09817,$1201.60,RED,05/11/2066
5707,Terry,Estrada,37,Gaklur Parkway,Vikzajdi,NJ,88053,$1631.11,GREEN,02/26/1964
5708,Pearl,Rios,27,Beir Plaza,Pepworbi,MT,72182,$1763.80,BLUE,12/11/1941
5709,Garrett,Huff,61,Podrol Parkway,Cumotce,NJ,18947,$4178.52,WHITE,05/01/2007
5710,Fanny,Mills,42,Wesja Terrace,Cemuvkar,UT,35477,$2758.14,GREEN,02/26/2000
5711,Loretta,Brooks,30,Bathu Point,Vuneep,MA,49476,$4231.72,BLUE,01/02/2041
5712,Marvin,Pratt,42,Meva Point,Kumwiane,OK,69545,$3377.73,WHITE,05/10/2046
5713,Lawrence,Boone,61,Apeso Highway,Utbupip,GA,73003,$4898.72,YELLOW,02/04/2028
5714,Martin,Park,20,Fosuk Way,Zubuviap,IL,88200,$1664.55,YELLOW,08/07/1926
5715,Brent,Evans,26,Siboj Key,Umbolebi,CA,46866,$6835.50,GREEN,09/05/1972
5716,Hulda,Chandler,53,Sibo Center,Evcete,ME,04052,$7570.47,GREEN,09/21/2012
5717,Craig,Holland,55,Kacsuc Lane,Dakesog,NJ,26902,$6338.08,GREEN,01/29/2030
5718,Lettie,Herrera,25,Degow Road,Zonormal,WV,77206,$1649.03,BLUE,11/20/2057
5719,Cora,Shelton,51,Vizac Extension,Iwaevat,CO,19360,$9648.17,RED,04/17/1971
5720,Ethan,Collier,28,Zelig Plaza,Apigosreh,MT,41425,$9502.21,BLUE,12/25/2030
5721,Della,Cross,29,Ciled View,Vijmuzhe,AR,32400,$3634.94,WHITE,10/19/2034
5722,Cora,Steele,33,Idorud Center,Lodultun,CO,22058,$6008.41,WHITE,06/01/1904
5723,Leo,Norton,56,Guruwe Terrace,Humovonih,DE,80126,$6220.35,BLUE,01/28/1962
5724,Lucas,Medina,36,Diipo Square,Wikevu,DC,56832,$7356.92,RED,05/03/2015
5725,Ina,Guzman,35,Hamuv Square,Poifiviz,CO,69857,$7655.19,BLUE,01/02/1996
5726,Ryan,Phillips,35,Tigak Road,Tifizet,CO,99871,$7399.30,WHITE,11/22/1984
5727,Barry,Brady,64,Budaf Junction,Gulosan,TX,08642,$1458.61,BLUE,08/11/1971
5728,Joel,Murray,22,Nehre Ridge,Goncogap,OR,25334,$5849.25,YELLOW,09/04/1934
5729,Elmer,Holland,33,Tantik Parkway,Dihzopeho,NV,96583,$4213.76,YELLOW,05/22/1992
5730,Eula,Pope,32,Abtu Glen,Nagucu,RI,89398,$4667.15,GREEN,06/21/1952
5731,Jack,James,41,Zumiz Center,Fukkoed,IL,87938,$2024.70,BLUE,07/15/2017
5732,Aaron,Gibbs,25,Akewu Heights,Fuperip,GA,41992,$450.41,RED,10/16/1917
5733,Kyle,Johnston,53,Poji Grove,Vasozu,TX,89113,$9797.26,YELLOW,07/17/1931
5734,Henry,Schwartz,43,Eralur Square,Numtadwis,MO,70018,$2577.08,WHITE,12/13/1969
5735,Amelia,Gonzalez,23,Tagaf Park,Nojofefaz,VT,91492,$2806.79,GREEN,09/14/2054
5736,Martin,Ball,18,Sawab Heights,Napbiho,IA,42891,$4297.29,WHITE,10/12/2065
5737,Jackson,Olson,49,Bivotu Boulevard,Ilizovwid,FL,98131,$7092.73,GREEN,12/05/1917
5738,Harvey,Castro,28,Dako Point,Poteduv,FL,74106,$5457.68,RED,08/24/2038
5739,Andre,Pittman,22,Falpe Highway,Zadaduom,MA,71491,$4474.74,WHITE,06/07/2067
5740,Eunice,Maldonado,61,Coluso Drive,Uvoezin,MN,28181,$4612.90,WHITE,01/28/2055
5741,Mabel,Mullins,34,Pullo Boulevard,Fimidse,CO,54501,$3351.59,GREEN,05/03/1988
5742,Eleanor,Cummings,31,Tacci Boulevard,Ricombot,ID,92364,$5721.33,GREEN,07/09/1949
5743,Lena,Fields,38,Buzfiv Center,Manvipvij,NY,39100,$8017.20,YELLOW,08/01/2012
5744,Madge,Osborne,59,Jamvo Point,Viipsa,TN,30755,$2777.33,RED,02/16/1976
5745,Joseph,Powers,22,Ewuhac Court,Oseamfiz,SD,58706,$2678.80,BLUE,05/24/1907
5746,Robert,Sandoval,39,Solde Extension,Lelsehtip,VA,96468,$4139.34,RED,03/20/1969
5747,Max,Hart,24,Efgaf Turnpike,Wiimhof,MT,22985,$4761.96,RED,10/24/1941
5748,Carlos,Ray,57,Cemuh Terrace,Mechecif,OR,19115,$5747.74,BLUE,07/01/2020
5749,Hester,Logan,53,Manu Court,Tuwici,UT,81743,$4060.05,YELLOW,09/11/1958
5750,Ora,Singleton,20,Ifdu Extension,Pebifva,OH,82053,$695.55,WHITE,12/08/1939
5751,Annie,Walton,64,Tete Loop,Duruniz,MO,83338,$5256.31,YELLOW,04/10/2030
5752,Henry,Myers,60,Onsez Plaza,Nizkoina,NJ,16196,$4971.56,YELLOW,06/27/1942
5753,Lola,Luna,54,Rofnak Plaza,Jilimme,RI,45886,$2596.66,YELLOW,01/02/1931
5754,Estelle,Walsh,28,Ojog Pike,Gesovdur,NC,44517,$1713.37,WHITE,04/27/2038
5755,Winnie,Colon,61,Obuvi Terrace,Dumohus,UT,57568,$114.48,WHITE,10/11/2026
5756,Elijah,Meyer,58,Becoj View,Ojotuji,SD,08136,$8746.20,WHITE,09/23/1954
5757,Rose,Bowen,25,Zenis Extension,Wozdidab,TX,77591,$6704.24,YELLOW,09/07/1988
5758,Charlie,Holt,57,Netso Extension,Bemalup,MO,19215,$7962.96,RED,05/31/1915
5759,Carl,Schultz,54,Anase Parkway,Wiwupo,IL,63955,$4294.71,RED,06/04/2063
5760,Flora,Lawrence,54,Pobev Drive,Torcegdu,MA,16723,$2011.88,YELLOW,02/12/1967
5761,Gerald,Barrett,26,Nicvej Drive,Zedvice,PA,41164,$7051.87,YELLOW,10/16/1959
5762,Richard,Rivera,36,Wado Circle,Juhwasmon,MT,95740,$3798.09,RED,02/24/1909
5763,Frances,Hart,19,Hirte Ridge,Baovamed,KY,42097,$7498.01,GREEN,07/08/1945
5764,Ada,Burton,22,Gina Path,Zispena,OR,55148,$1191.72,GREEN,11/06/1902
5765,Anne,Nash,41,Hodir Loop,Vogmigre,KS,82614,$3228.01,BLUE,03/24/1928
5766,Mattie,Thompson,53,Cito Manor,Simluipa,NH,69201,$9125.98,GREEN,08/14/2005
5767,Vernon,Snyder,59,Afuare Turnpike,Taaseju,NH,12942,$3354.26,GREEN,12/06/1966
5768,Larry,Sutton,51,Giri Circle,Hidessi,PA,09028,$2173.38,BLUE,03/24/1959
5769,Barbara,Goodman,21,Ucewa Point,Rakpala,AZ,57131,$7244.21,RED,09/16/2059
5770,Maggie,Park,47,Ceete Manor,Wininjib,CA,14920,$430.44,RED,06/27/2031
5771,Keith,Erickson,46,Cutcu Trail,Aripibo,ID,87466,$7164.94,YELLOW,02/05/2034
5772,Maria,Mason,28,Wenmij Boulevard,Ziwuvata,WI,52187,$8381.00,WHITE,03/25/1978
5773,Dollie,Washington,54,Izeibi Boulevard,Giiwsuh,MD,03311,$8816.31,YELLOW,01/01/1932
5774,Marian,Singleton,42,Zufta Way,Fegcawope,ND,54514,$4177.73,GREEN,10/11/1985
5775,Nina,Parks,30,Uwikot Center,Toeccod,ID,32494,$6543.35,GREEN,04/18/1954
5776,Harry,Kelly,59,Lalba River,Wupdizuvo,MT,89492,$7930.20,YELLOW,03/02/1962
5777,Bess,Fletcher,49,Amobu Square,Ikulehva,CO,65544,$3265.84,BLUE,09/14/2049
5778,Lura,Walker,58,Cusas Point,Hipaele,OK,43107,$8940.65,BLUE,02/17/2057
5779,Rosa,Berry,32,Narti Road,Evusata,TX,12204,$427.95,YELLOW,07/31/1960
5780,Maggie,Pope,34,Tuvec Center,Tudohreh,OH,03985,$9959.34,GREEN,07/03/1963
5781,Harriet,Clark,41,Jouj Parkway,Casoip,MN,75346,$1155.11,RED,06/22/1938
5782,Nannie,Lawson,26,Icvuk Mill,Pawpaktav,VT,55110,$4000.71,WHITE,08/22/2013
5783,Alexander,Collier,34,Osijil River,Merazjel,OR,04011,$9805.57,BLUE,01/09/1974
5784,Harry,Luna,29,Waduv Park,Dukuhip,AL,76213,$5826.08,RED,07/16/1902
5785,Samuel,Elliott,41,Seifo Pike,Coereaf,AL,76921,$7029.49,YELLOW,12/04/1922
5786,Nell,Dean,53,Ciwu Court,Toahoja,WA,22033,$6870.78,WHITE,07/31/2059
5787,Rodney,Cohen,27,Mabrep Ridge,Konsicu,MN,13946,$9904.83,WHITE,04/27/2043
5788,Sallie,Green,33,Fafgob Plaza,Wihmemu,NV,43485,$1929.18,YELLOW,11/09/1947
5789,Gertrude,Martinez,58,Izeva Place,Epsecin,NH,38992,$49.35,GREEN,06/14/2002
5790,Dennis,Howell,19,Ewozi Lane,Zacova,WI,70121,$9675.72,YELLOW,11/12/1997
5791,Evan,May,32,Nifnor Place,Izupagaf,DE,70086,$9586.65,BLUE,02/19/1992
5792,Norman,Logan,37,Febo Point,Neknehmo,MI,48077,$1800.72,WHITE,06/10/1996
5793,Noah,Smith,35,Befje Grove,Ziirtis,RI,53939,$697.12,WHITE,07/25/1926
5794,Lulu,Mills,29,Wigas Grove,Uwpujehi,MN,25350,$7319.65,YELLOW,06/21/1970
5795,Clara,Chapman,62,Zuof Way,Sajenov,MT,76176,$8732.96,YELLOW,10/28/2016
5796,Julia,Davidson,54,Mimja Ridge,Jofdetma,AR,88194,$3028.25,BLUE,08/25/1958
5797,Jayden,Briggs,64,Gimum Plaza,Belzuki,AR,36725,$5471.15,RED,07/05/2018
5798,Leona,Harris,48,Ceho Turnpike,Ziamkac,GA,79252,$3168.40,YELLOW,08/09/1955
5799,Henry,Bowen,61,Zoro Loop,Kojkujow,NH,04120,$8177.09,GREEN,08/16/2037
5800,Wayne,Wood,40,Ekiiv Drive,Uzaverus,KY,52532,$3465.94,BLUE,03/08/1972
5801,Christine,Burns,61,Dacmiv Boulevard,Tepajfuf,WV,83106,$1605.12,GREEN,07/26/2020
5802,Louise,Underwood,26,Mija Ridge,Voganted,NM,04286,$8110.34,RED,05/24/1969
5803,Emma,Mathis,53,Pupce Boulevard,Uruzete,GA,08161,$3614.96,WHITE,11/17/1960
5804,Christina,Ramsey,48,Veviz Extension,Vowtongij,GA,67026,$7127.46,GREEN,10/28/2016
5805,Rosie,Burgess,51,Vanku Turnpike,Milraco,TN,70419,$6703.37,GREEN,12/12/2054
5806,Maud,Wilson,53,Ecsu Manor,Pompavek,MT,23939,$5471.75,RED,04/05/2038
5807,Brian,Marshall,32,Dajowa Extension,Gemniwa,GA,96738,$7368.82,GREEN,03/08/1993
5808,Lucinda,Brooks,22,Deja River,Wuiwobu,WV,96026,$2127.36,RED,05/28/1950
5809,Olive,Washington,55,Perbuv Key,Afhito,OK,21561,$5825.64,RED,08/17/1902
5810,Kyle,Stewart,39,Detdih Parkway,Bazzavseh,AZ,34257,$3150.82,YELLOW,06/07/1980
5811,Garrett,Hansen,63,Urca Junction,Fibkaji,OK,45527,$7193.43,YELLOW,05/22/2002
5812,Millie,Woods,24,Ebcak Key,Wufvumor,LA,29916,$8682.91,GREEN,06/24/1927
5813,Henrietta,Howard,27,Nuwa Parkway,Ratwiad,KY,17886,$5052.68,WHITE,01/11/1970
5814,Derek,King,55,Jinuh Key,Pafsatgu,WA,60774,$5171.35,WHITE,07/29/1996
5815,Zachary,Hayes,65,Ohufa Circle,Cemtokap,OR,50007,$9228.07,WHITE,08/21/1958
5816,Chester,Francis,38,Ehoke Mill,Arumibev,FL,46008,$8082.82,WHITE,10/01/2048
5817,Rose,Shaw,28,Zigat Square,Ivufine,AL,02590,$5441.29,RED,05/19/1910
5818,Phillip,Jordan,41,Nece Glen,Nufusbe,MI,95598,$4552.99,RED,01/23/2063
5819,Laura,Newman,34,Bemil Turnpike,Iwaboif,OR,48431,$4892.25,BLUE,09/19/2042
5820,Jeffrey,Morales,51,Vokzih Junction,Paubce,PA,57687,$1160.00,RED,09/08/2069
5821,Matilda,Vargas,61,Tutpil Court,Zabines,AR,20476,$8992.02,GREEN,12/11/1958
5822,Lester,Lucas,32,Babpof Loop,Zuhwutu,ME,48565,$6142.57,WHITE,05/31/2044
5823,Douglas,Austin,36,Wovnar River,Lilutved,HI,80984,$1394.15,YELLOW,12/06/1904
5824,Inez,Berry,55,Sotu Drive,Wartemi,RI,01753,$698.32,WHITE,08/30/2044
5825,Tillie,Figueroa,25,Hulhi Avenue,Efruoh,NY,93637,$7058.40,YELLOW,09/17/1920
5826,Lucas,Soto,36,Sitzuz Loop,Acivujfi,MS,96722,$267.82,RED,06/17/1987
5827,Gabriel,Lynch,62,Okaija Ridge,Zobgabif,MN,84355,$1653.78,RED,11/11/1901
5828,Steve,Cruz,27,Belmov Heights,Soucoduz,NY,80629,$5858.01,YELLOW,09/25/2060
5829,Leon,Vega,63,Nacpe Grove,Bituku,FL,91177,$9200.50,GREEN,12/01/1900
5830,Amy,Baldwin,22,Apakaf Turnpike,Obelemsuf,PA,21210,$2.59,YELLOW,09/06/1928
5831,Bernard,Baldwin,21,Ahla Center,Pifnirfa,KY,67555,$4561.64,GREEN,02/26/2050
5832,Kenneth,Reeves,26,Kobsuv Path,Ficzosu,ID,00426,$9038.22,YELLOW,06/26/1937
5833,James,Johnston,52,Gekke Park,Sampefmag,IN,92517,$8195.36,GREEN,04/20/1996
5834,Ralph,Aguilar,58,Dohi Turnpike,Fuzotoeci,NJ,21779,$3124.37,GREEN,02/11/2055
5835,Benjamin,Rhodes,44,Ocizi River,Bitogbet,WY,95799,$5430.29,BLUE,06/12/1951
5836,David,Lyons,44,Ciuk Extension,Ucgibce,MI,95818,$979.60,BLUE,07/11/1955
5837,Ryan,Payne,18,Jowsa Plaza,Nubovto,CO,39825,$2444.77,WHITE,04/01/2054
5838,Claudia,Morgan,60,Iwuga Center,Lebovevo,TX,08653,$7561.03,WHITE,05/21/1925
5839,Katharine,Sanders,56,Camhe Court,Atficnaj,OR,80827,$322.98,GREEN,12/01/1954
5840,Edith,Lowe,54,Ahnu Square,Sagbopa,KY,96157,$2823.36,YELLOW,05/09/1994
5841,Mike,Harrington,44,Kipvu Lane,Fasoil,MO,72295,$24.00,RED,04/11/1963
5842,Christine,Vasquez,48,Dipfu River,Fecwehac,DE,50047,$5843.03,YELLOW,06/19/2018
5843,Philip,Frazier,50,Zolufi View,Atnehna,DC,18843,$3432.92,RED,05/17/2034
5844,Isaac,Lloyd,30,Hiub Turnpike,Fecizmac,NH,81096,$7088.13,BLUE,05/05/2049
5845,Cecilia,Holt,53,Lecvu View,Nimgahci,DC,83720,$8127.76,RED,04/08/2002
5846,Mitchell,Curtis,39,Nowe Plaza,Pidihob,SC,74293,$4393.17,WHITE,11/15/2068
5847,Sean,Ross,47,Iswaw Plaza,Nabjeznak,NV,68235,$942.77,RED,11/01/1988
5848,Verna,Jimenez,35,Ziseta Lane,Junurus,VT,30773,$4902.02,RED,01/03/2039
5849,Brent,Yates,62,Cude Glen,Zagedoc,HI,48871,$4186.15,BLUE,12/07/1901
5850,Dustin,Flowers,50,Avfuw Circle,Osipebi,AL,98546,$6106.48,RED,06/07/2012
5851,Phoebe,Fuller,39,Itiac Junction,Poarzu,SC,78048,$6067.00,RED,09/02/1924
5852,Corey,Ford,53,Fidota Highway,Ebhodet,DE,70242,$4433.82,WHITE,01/08/1964
5853,Ray,Carson,53,Muvok Plaza,Ufairce,NH,09091,$1698.68,RED,05/17/1941
5854,Melvin,Rodgers,40,Visok Mill,Borecgo,GA,79454,$6847.93,GREEN,11/28/2038
5855,Myrtie,Sutton,45,Oruav Avenue,Buvlatbil,DC,20966,$3789.35,GREEN,08/17/2060
5856,Wesley,Jensen,61,Opiwu Ridge,Zoccejeko,MN,28130,$8675.05,BLUE,09/08/2001
5857,Bobby,Cohen,38,Bonkuk Path,Lunnucwob,HI,48853,$854.62,GREEN,09/03/1906
